Nof lines WG output:   320
Nof lines PFFT output: 320
     127       0
     127      13
     126      25
     122      37
     118      49
     113      60
     106      71
      99      81
      91      91
      81      99
      71     106
      60     113
      49     118
      37     122
      25     126
      13     127
       0     127
     -13     127
     -25     126
     -37     122
     -49     118
     -60     113
     -71     106
     -81      99
     -91      91
     -99      81
    -106      71
    -113      60
    -118      49
    -122      37
    -126      25
    -127      13
    -128       0
    -127     -13
    -126     -25
    -122     -37
    -118     -49
    -113     -60
    -106     -71
     -99     -81
     -91     -91
     -81     -99
     -71    -106
     -60    -113
     -49    -118
     -37    -122
     -25    -126
     -13    -127
       0    -128
      13    -127
      25    -126
      37    -122
      49    -118
      60    -113
      71    -106
      81     -99
      91     -91
      99     -81
     106     -71
     113     -60
     118     -49
     122     -37
     126     -25
     127     -13
     127       0
     127      13
     126      25
     122      37
     118      49
     113      60
     106      71
      99      81
      91      91
      81      99
      71     106
      60     113
      49     118
      37     122
      25     126
      13     127
       0     127
     -13     127
     -25     126
     -37     122
     -49     118
     -60     113
     -71     106
     -81      99
     -91      91
     -99      81
    -106      71
    -113      60
    -118      49
    -122      37
    -126      25
    -127      13
    -128       0
    -127     -13
    -126     -25
    -122     -37
    -118     -49
    -113     -60
    -106     -71
     -99     -81
     -91     -91
     -81     -99
     -71    -106
     -60    -113
     -49    -118
     -37    -122
     -25    -126
     -13    -127
       0    -128
      13    -127
      25    -126
      37    -122
      49    -118
      60    -113
      71    -106
      81     -99
      91     -91
      99     -81
     106     -71
     113     -60
     118     -49
     122     -37
     126     -25
     127     -13
     127       0
     127      13
     126      25
     122      37
     118      49
     113      60
     106      71
      99      81
      91      91
      81      99
      71     106
      60     113
      49     118
      37     122
      25     126
      13     127
       0     127
     -13     127
     -25     126
     -37     122
     -49     118
     -60     113
     -71     106
     -81      99
     -91      91
     -99      81
    -106      71
    -113      60
    -118      49
    -122      37
    -126      25
    -127      13
    -128       0
    -127     -13
    -126     -25
    -122     -37
    -118     -49
    -113     -60
    -106     -71
     -99     -81
     -91     -91
     -81     -99
     -71    -106
     -60    -113
     -49    -118
     -37    -122
     -25    -126
     -13    -127
       0    -128
      13    -127
      25    -126
      37    -122
      49    -118
      60    -113
      71    -106
      81     -99
      91     -91
      99     -81
     106     -71
     113     -60
     118     -49
     122     -37
     126     -25
     127     -13
     127       0
     127      13
     126      25
     122      37
     118      49
     113      60
     106      71
      99      81
      91      91
      81      99
      71     106
      60     113
      49     118
      37     122
      25     126
      13     127
       0     127
     -13     127
     -25     126
     -37     122
     -49     118
     -60     113
     -71     106
     -81      99
     -91      91
     -99      81
    -106      71
    -113      60
    -118      49
    -122      37
    -126      25
    -127      13
    -128       0
    -127     -13
    -126     -25
    -122     -37
    -118     -49
