0,1,1024,0
0,1,2048,0
0,1,1023,-3
0,1,2042,-63
0,1,1022,-10
0,1,2037,-126
0,1,1022,-17
0,1,2029,-188
0,1,1022,-23
0,1,2020,-250
0,1,1022,-29
0,1,2004,-310
0,1,1022,-36
0,1,1987,-370
0,1,1022,-42
0,1,1967,-428
0,1,1023,-49
0,1,1946,-487
0,1,1022,-54
0,1,1917,-543
0,1,1021,-61
0,1,1890,-599
0,1,1021,-67
0,1,1858,-651
0,1,1019,-74
0,1,1826,-705
0,1,1019,-80
0,1,1787,-754
0,1,1019,-87
0,1,1749,-801
0,1,1017,-94
0,1,1708,-847
0,1,1019,-99
0,1,1666,-891
0,1,1018,-104
0,1,1620,-931
0,1,1017,-111
0,1,1573,-970
0,1,1015,-118
0,1,1524,-1006
0,1,1016,-125
0,1,1474,-1038
0,1,1014,-131
0,1,1421,-1068
0,1,1014,-137
0,1,1369,-1095
0,1,1012,-144
0,1,1314,-1119
0,1,1014,-150
0,1,1259,-1141
0,1,1011,-156
0,1,1203,-1159
0,1,1010,-162
0,1,1147,-1175
0,1,1009,-168
0,1,1089,-1186
0,1,1007,-175
0,1,1032,-1197
0,1,1006,-181
0,1,974,-1202
0,1,1005,-188
0,1,917,-1205
0,1,1004,-193
0,1,859,-1204
0,1,1005,-199
0,1,803,-1203
0,1,1004,-205
0,1,746,-1195
0,1,1002,-210
0,1,690,-1186
0,1,1000,-217
0,1,636,-1173
0,1,999,-224
0,1,583,-1159
0,1,997,-229
0,1,529,-1140
0,1,995,-236
0,1,479,-1119
0,1,994,-242
0,1,430,-1095
0,1,993,-249
0,1,382,-1070
0,1,992,-254
0,1,336,-1039
0,1,990,-261
0,1,292,-1009
0,1,988,-266
0,1,249,-975
0,1,985,-272
0,1,209,-941
0,1,984,-278
0,1,172,-902
0,1,982,-284
0,1,138,-863
0,1,980,-290
0,1,105,-820
0,1,979,-297
0,1,74,-779
0,1,978,-303
0,1,48,-734
0,1,976,-309
0,1,24,-688
0,1,973,-315
0,1,2,-641
0,1,970,-321
0,1,-17,-593
0,1,969,-325
0,1,-32,-545
0,1,967,-332
0,1,-44,-494
0,1,965,-338
0,1,-53,-444
0,1,963,-345
0,1,-60,-394
0,1,961,-350
0,1,-63,-343
0,1,958,-357
0,1,-64,-293
0,1,956,-362
0,1,-61,-242
0,1,954,-367
0,1,-55,-192
0,1,952,-373
0,1,-46,-143
0,1,950,-380
0,1,-34,-94
0,1,948,-385
0,1,-20,-46
0,1,946,-391
0,1,-1,0
0,1,943,-397
0,1,19,46
0,1,941,-402
0,1,42,90
0,1,938,-408
0,1,68,133
0,1,934,-414
0,1,96,174
0,1,933,-419
0,1,127,214
0,1,930,-424
0,1,162,251
0,1,928,-431
0,1,197,287
0,1,925,-436
0,1,236,320
0,1,922,-442
0,1,276,351
0,1,919,-448
0,1,318,380
0,1,916,-455
0,1,362,407
0,1,913,-458
0,1,407,430
0,1,911,-464
0,1,455,451
0,1,909,-471
0,1,503,469
0,1,906,-476
0,1,553,485
0,1,903,-482
0,1,603,498
0,1,898,-487
0,1,654,505
0,1,896,-493
0,1,707,512
0,1,892,-499
0,1,759,515
0,1,889,-503
0,1,813,516
0,1,887,-510
0,1,865,512
0,1,884,-515
0,1,920,507
0,1,881,-521
0,1,972,498
0,1,878,-525
0,1,1026,486
0,1,874,-531
0,1,1078,470
0,1,870,-536
0,1,1130,452
0,1,866,-542
0,1,1180,432
0,1,865,-547
0,1,1231,408
0,1,860,-552
0,1,1279,380
0,1,857,-559
0,1,1326,351
0,1,854,-564
0,1,1372,318
0,1,851,-569
0,1,1418,283
0,1,846,-572
0,1,1459,244
0,1,843,-577
0,1,1500,203
0,1,839,-583
0,1,1538,161
0,1,835,-588
0,1,1576,116
0,1,832,-594
0,1,1608,69
0,1,829,-599
0,1,1641,20
0,1,825,-604
0,1,1669,-31
0,1,823,-610
0,1,1697,-83
0,1,817,-613
0,1,1720,-138
0,1,814,-619
0,1,1742,-193
0,1,809,-623
0,1,1760,-249
0,1,806,-629
0,1,1776,-308
0,1,802,-634
0,1,1788,-367
0,1,798,-639
0,1,1798,-427
0,1,794,-645
0,1,1804,-487
0,1,791,-649
0,1,1808,-548
0,1,786,-652
0,1,1806,-610
0,1,782,-658
0,1,1803,-671
0,1,778,-663
0,1,1797,-731
0,1,774,-668
0,1,1789,-793
0,1,770,-674
0,1,1774,-853
0,1,766,-678
0,1,1760,-913
0,1,761,-684
0,1,1740,-972
0,1,759,-688
0,1,1721,-1031
0,1,753,-692
0,1,1694,-1088
0,1,749,-697
0,1,1667,-1143
0,1,744,-701
0,1,1637,-1198
0,1,740,-706
0,1,1605,-1252
0,1,736,-710
0,1,1568,-1302
0,1,730,-715
0,1,1530,-1352
0,1,727,-721
0,1,1488,-1399
