0,1,1024,0
0,1,946,-392
0,1,724,-725
0,1,391,-947
0,1,-1,-1024
0,1,-393,-946
0,1,-726,-724
0,1,-948,-391
0,1,-1024,0
0,1,-946,391
0,1,-724,724
0,1,-391,946
0,1,0,1023
0,1,392,945
0,1,725,723
0,1,947,390
0,1,1024,0
0,1,946,-392
0,1,724,-725
0,1,391,-947
0,1,-1,-1024
0,1,-393,-946
0,1,-726,-724
0,1,-948,-391
0,1,-1024,0
0,1,-946,391
0,1,-724,724
0,1,-391,946
0,1,0,1023
0,1,392,945
0,1,725,723
0,1,947,390
0,1,1024,0
0,1,946,-392
0,1,724,-725
0,1,391,-947
0,1,-1,-1024
0,1,-393,-946
0,1,-726,-724
0,1,-948,-391
0,1,-1024,0
0,1,-946,391
0,1,-724,724
0,1,-391,946
0,1,0,1023
0,1,392,945
0,1,725,723
0,1,947,390
0,1,1024,0
0,1,946,-392
0,1,724,-725
0,1,391,-947
0,1,-1,-1024
0,1,-393,-946
0,1,-726,-724
0,1,-948,-391
0,1,-1024,0
0,1,-946,391
0,1,-724,724
0,1,-391,946
0,1,0,1023
0,1,392,945
0,1,725,723
0,1,947,390
0,1,1024,0
0,1,946,-392
0,1,724,-725
0,1,391,-947
0,1,-1,-1024
0,1,-393,-946
0,1,-726,-724
0,1,-948,-391
0,1,-1024,0
0,1,-946,391
0,1,-724,724
0,1,-391,946
0,1,0,1023
0,1,392,945
0,1,725,723
0,1,947,390
0,1,1024,0
0,1,946,-392
0,1,724,-725
0,1,391,-947
0,1,-1,-1024
0,1,-393,-946
0,1,-726,-724
0,1,-948,-391
0,1,-1024,0
0,1,-946,391
0,1,-724,724
0,1,-391,946
0,1,0,1023
0,1,392,945
0,1,725,723
0,1,947,390
0,1,1024,0
0,1,946,-392
0,1,724,-725
0,1,391,-947
0,1,-1,-1024
0,1,-393,-946
0,1,-726,-724
0,1,-948,-391
0,1,-1024,0
0,1,-946,391
0,1,-724,724
0,1,-391,946
0,1,0,1023
0,1,392,945
0,1,725,723
0,1,947,390
